Series Name,"Agriculture, value added (% of GDP)",GDP (current US$),GDP per capita (current US$),GDP per capita growth (annual %),GDP growth (annual %),"GDP, PPP (current international $)","GDP per capita, PPP (current international $)","Industry, value added (% of GDP)","Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)","Services, etc., value added (% of GDP)","Services, etc., value added (annual % growth)","Industry, value added (annual % growth)","Agriculture, value added (annual % growth)"
Series Code,NV.AGR.TOTL.ZS,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,NY.GDP.PCAP.KD.ZG,NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.PP.CD,NY.GDP.PCAP.PP.CD,NV.IND.TOTL.ZS,ER.GDP.FWTL.M3.KD,NV.SRV.TETC.ZS,NV.SRV.TETC.KD.ZG,NV.IND.TOTL.KD.ZG,NV.AGR.TOTL.KD.ZG
Country Name,China,China,China,China,China,China,China,China,China,China,China,China,China
Country Code,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
1997 [YR1997],17.89527674,9.61604E+11,781.7441643,8.118548119,9.230769231,2.80114E+12,2277.206851,47.10025893,3.380188838,35.00446434,10.43881983,10.47036939,3.429971417
1998 [YR1998],17.15903476,1.02904E+12,828.5804793,6.807806319,7.837613919,3.05346E+12,2458.630661,45.79880932,..,37.04215592,8.394358557,8.912677412,3.434662456
1999 [YR1999],16.06478847,1.094E+12,873.2870617,6.739270027,7.667486171,3.33789E+12,2664.485031,45.3610278,..,38.57418374,9.258100838,8.194367753,2.748091603
2000 [YR2000],14.67624166,1.21135E+12,959.3724836,7.640001655,8.491508492,3.70374E+12,2933.314817,45.53727864,..,39.7864797,9.76754838,9.482494641,2.303120357
2001 [YR2001],13.98346135,1.3394E+12,1053.108243,7.555801672,8.33991055,4.10407E+12,3226.848456,44.79457056,..,41.22196808,10.26496975,8.484057431,2.650689906
2002 [YR2002],13.30148771,1.47055E+12,1148.50829,8.401915061,9.130645945,4.54755E+12,3551.663652,44.45171678,..,42.2467955,10.48249763,9.900309385,2.688362221
2003 [YR2003],12.34899897,1.66029E+12,1288.643252,9.352364262,10.03560303,5.10371E+12,3961.273893,45.62396442,..,42.02703661,9.539304675,12.66812637,2.376851533
2004 [YR2004],12.91664817,1.95535E+12,1508.668098,9.45917505,10.11122346,5.77428E+12,4455.205022,45.90140165,..,41.18195018,10.1235147,11.13964464,6.123822342
2005 [YR2005],11.6414956,2.28597E+12,1753.417829,10.74255231,11.39577594,6.63927E+12,5092.559837,47.02377115,..,41.33473325,12.35891247,12.13389121,5.072923272
2006 [YR2006],10.62576053,2.75213E+12,2099.229435,12.09183627,12.71947902,7.71367E+12,5883.719377,47.55856667,..,41.8156728,14.1331817,13.44954333,4.737477369
2007 [YR2007],10.28299697,3.55218E+12,2695.365917,13.63634486,14.23138804,9.04594E+12,6863.981755,46.8610339,8.295577724,42.85596913,16.06974813,15.05080752,3.514837223
2008 [YR2008],10.25089863,4.59821E+12,3471.248054,9.093872102,9.654289373,1.01138E+13,7635.072611,46.93247802,..,42.81662335,10.47787104,9.839143235,5.176732535
2009 [YR2009],9.786188981,5.10995E+12,3838.433972,8.857029819,9.399813171,1.11485E+13,8374.432271,45.88377306,..,44.33003796,9.587740125,10.29017597,3.995766076
2010 [YR2010],9.530192941,6.10062E+12,4560.512586,10.10310072,10.63614046,1.2485E+13,9333.124237,46.39605425,..,44.07375281,9.66674545,12.68315018,4.249363868
2011 [YR2011],9.434516062,7.57255E+12,5633.795717,9.012854035,9.536443008,1.39579E+13,10384.3666,46.4006848,..,44.16479914,9.489942529,10.6898384,4.173785697
2012 [YR2012],9.419936158,8.56055E+12,6337.883323,7.332030984,7.85626211,1.53318E+13,11351.06206,45.273502,12.21177525,45.30656184,8.011285349,8.364160054,4.475164011
2013 [YR2013],9.295189652,9.60722E+12,7077.770765,7.226936454,7.757635146,1.6788E+13,12367.96501,44.0081519,..,46.69665844,8.300935488,7.986970684,3.812514017
2014 [YR2014],9.059922416,1.04824E+13,7683.502613,6.755778416,7.297665959,1.83357E+13,13439.90671,43.10295577,13.71057406,47.83712181,7.807723589,7.393822394,4.061352344
2015 [YR2015],8.832724007,1.10647E+13,8069.213024,6.358383356,6.900204817,1.98527E+13,14478.14755,40.93163605,..,50.23563994,8.194375797,6.197195758,3.902844094
2016 [YR2016],8.556426912,1.11991E+13,8123.180873,6.113211231,6.689349894,2.1451E+13,15559.23135,39.80986046,..,51.63371262,7.755688435,6.112733274,3.296703297
